Full_name_in_ali	GISAID_name	Date	Seq_source	FMBA_ID	Country	Region_from_meta	Pangolin_clade	GISAID_clade	NL_NAME	Lineage
hCoV-19/Russia/Moscow-FMBA_KOM-312_S30/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-312_S30/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_KOM-313_S85/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-313_S85/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039838
hCoV-19/Russia/Moscow-FMBA_KOM-316_S73/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-316_S73/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0001899
hCoV-19/Russia/Moscow-FMBA_KOM-317_S104/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-317_S104/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-321_S72/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-321_S72/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-322_S96/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-322_S96/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0021556
hCoV-19/Russia/Moscow-FMBA_KOM-324_S105/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-324_S105/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038938
hCoV-19/Russia/Moscow-FMBA_KOM-326_S75/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-326_S75/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-328_S97/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-328_S97/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0001638
hCoV-19/Russia/Moscow-FMBA_KOM-329_S42/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-329_S42/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0005319
hCoV-19/Russia/Moscow-FMBA_KOM-334_S99/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-334_S99/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-336_S44/2020||2020-09-24|1	Russia/Moscow-FMBA_KOM-336_S44/2020	2020-09-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0035981
hCoV-19/Russia/Moscow-FMBA_KOM-341_S106/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-341_S106/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015346
hCoV-19/Russia/Moscow-FMBA_KOM-343_S48/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-343_S48/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002570
hCoV-19/Russia/Moscow-FMBA_KOM-344_S25/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-344_S25/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033064
hCoV-19/Russia/Moscow-FMBA_KOM-348_S88/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-348_S88/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_KOM-349_S35/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-349_S35/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0011908
hCoV-19/Russia/Moscow-FMBA_KOM-353_S31/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-353_S31/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039804
hCoV-19/Russia/Moscow-FMBA_KOM-354_S43/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-354_S43/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038861
hCoV-19/Russia/Moscow-FMBA_KOM-356_S47/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-356_S47/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0006765
hCoV-19/Russia/Moscow-FMBA_KOM-357_S68/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-357_S68/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039776
hCoV-19/Russia/Moscow-FMBA_KOM-358_S80/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-358_S80/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0001899
hCoV-19/Russia/Moscow-FMBA_KOM-360_S46/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-360_S46/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1.184	NA	г. Москва	NODE_0015532
hCoV-19/Russia/Moscow-FMBA_KOM-362_S34/2020||2020-09-28|1	Russia/Moscow-FMBA_KOM-362_S34/2020	2020-09-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039467
hCoV-19/Russia/Moscow-FMBA_KOM-368_S47/2020||2020-09-26|1	Russia/Moscow-FMBA_KOM-368_S47/2020	2020-09-26	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-371_S100/2020||2020-09-26|1	Russia/Moscow-FMBA_KOM-371_S100/2020	2020-09-26	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-377_S87/2020||2020-09-26|1	Russia/Moscow-FMBA_KOM-377_S87/2020	2020-09-26	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-385_S103/2020||2020-09-26|1	Russia/Moscow-FMBA_KOM-385_S103/2020	2020-09-26	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032543
hCoV-19/Russia/Moscow-FMBA_KOM-393_S84/2020||2020-09-26|1	Russia/Moscow-FMBA_KOM-393_S84/2020	2020-09-26	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038938
hCoV-19/Russia/Moscow-FMBA_KOM-394_S90/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-394_S90/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015820
hCoV-19/Russia/Moscow-FMBA_KOM-396_S45/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-396_S45/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-398_S29/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-398_S29/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039469
hCoV-19/Russia/Moscow-FMBA_KOM-399_S36/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-399_S36/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0021290
hCoV-19/Russia/Moscow-FMBA_KOM-400_S91/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-400_S91/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039814
hCoV-19/Russia/Moscow-FMBA_KOM-402_S92/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-402_S92/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-403_S82/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-403_S82/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038910
hCoV-19/Russia/Moscow-FMBA_KOM-407_S77/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-407_S77/2020	2020-10-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0005748
hCoV-19/Russia/Moscow-FMBA_KOM-408_S74/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-408_S74/2020	2020-10-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015376
hCoV-19/Russia/Moscow-FMBA_KOM-409_S93/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-409_S93/2020	2020-10-02	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0037016
hCoV-19/Russia/Moscow-FMBA_KOM-411_S70/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-411_S70/2020	2020-10-02	NA	NA	Russia	Moscow	B.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-412_S83/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-412_S83/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-415_S41/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-415_S41/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032530
hCoV-19/Russia/Moscow-FMBA_KOM-421_S32/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-421_S32/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-423_S101/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-423_S101/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0031179
hCoV-19/Russia/Moscow-FMBA_KOM-425_S37/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-425_S37/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0031179
hCoV-19/Russia/Moscow-FMBA_KOM-427_S26/2020||2020-10-03|1	Russia/Moscow-FMBA_KOM-427_S26/2020	2020-10-03	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032539
hCoV-19/Russia/Moscow-FMBA_KOM-430_S102/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-430_S102/2020	2020-10-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-431_S46/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-431_S46/2020	2020-10-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002570
hCoV-19/Russia/Moscow-FMBA_KOM-433_S107/2020||2020-10-02|1	Russia/Moscow-FMBA_KOM-433_S107/2020	2020-10-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-438_S76/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-438_S76/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-439_S81/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-439_S81/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015600
hCoV-19/Russia/Moscow-FMBA_KOM-446_S71/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-446_S71/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0014835
hCoV-19/Russia/Moscow-FMBA_KOM-448_S126/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-448_S126/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-449_S72/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-449_S72/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0004027
hCoV-19/Russia/Moscow-FMBA_KOM-450_S66/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-450_S66/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_KOM-454_S108/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-454_S108/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0041476
hCoV-19/Russia/Moscow-FMBA_KOM-456_S95/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-456_S95/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0001899
hCoV-19/Russia/Moscow-FMBA_KOM-457_S62/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-457_S62/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002378
hCoV-19/Russia/Moscow-FMBA_KOM-458_S79/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-458_S79/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015600
hCoV-19/Russia/Moscow-FMBA_KOM-459_S89/2020||2020-10-04|1	Russia/Moscow-FMBA_KOM-459_S89/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0006772
hCoV-19/Russia/Moscow-FMBA_KOM-460_S98/2020||2020-10-05|1	Russia/Moscow-FMBA_KOM-460_S98/2020	2020-10-05	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0020540
hCoV-19/Russia/Moscow-FMBA_KOM-461_S132/2020||2020-10-05|1	Russia/Moscow-FMBA_KOM-461_S132/2020	2020-10-05	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032553
hCoV-19/Russia/Moscow-FMBA_KOM-464_S79/2020||2020-10-05|1	Russia/Moscow-FMBA_KOM-464_S79/2020	2020-10-05	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032539
hCoV-19/Russia/Moscow-FMBA_KOM-491_S38/2020||2020-10-08|1	Russia/Moscow-FMBA_KOM-491_S38/2020	2020-10-08	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-529_S27/2020||2020-10-14|1	Russia/Moscow-FMBA_KOM-529_S27/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0001174
hCoV-19/Russia/Moscow-FMBA_KOM-532_S33/2020||2020-10-14|1	Russia/Moscow-FMBA_KOM-532_S33/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-542_S28/2020||2020-10-14|1	Russia/Moscow-FMBA_KOM-542_S28/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-604_S38/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-604_S38/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039482
hCoV-19/Russia/Moscow-FMBA_KOM-605_S25/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-605_S25/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0021946
hCoV-19/Russia/Moscow-FMBA_KOM-606_S26/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-606_S26/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.5.*	NA	г. Москва	NODE_0012298
hCoV-19/Russia/Moscow-FMBA_KOM-607_S15/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-607_S15/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-608_S37/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-608_S37/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-609_S20/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-609_S20/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032745
hCoV-19/Russia/Moscow-FMBA_KOM-611_S18/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-611_S18/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_KOM-612_S47/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-612_S47/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-613_S7/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-613_S7/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_KOM-614_S12/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-614_S12/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0021575
hCoV-19/Russia/Moscow-FMBA_KOM-615_S27/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-615_S27/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015820
hCoV-19/Russia/Moscow-FMBA_KOM-616_S4/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-616_S4/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032708
hCoV-19/Russia/Moscow-FMBA_KOM-617_S35/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-617_S35/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-618_S8/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-618_S8/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015600
hCoV-19/Russia/Moscow-FMBA_KOM-619_S9/2020||2020-10-23|1	Russia/Moscow-FMBA_KOM-619_S9/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0005748
hCoV-19/Russia/Moscow-FMBA_KOM-622_S41/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-622_S41/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-624_S16/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-624_S16/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.*	NA	г. Москва	NODE_0001775
hCoV-19/Russia/Moscow-FMBA_KOM-626_S19/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-626_S19/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033277
hCoV-19/Russia/Moscow-FMBA_KOM-627_S43/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-627_S43/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015403
hCoV-19/Russia/Moscow-FMBA_KOM-628_S44/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-628_S44/2020	2020-10-24	NA	NA	Russia	Moscow	B.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-630_S34/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-630_S34/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002570
hCoV-19/Russia/Moscow-FMBA_KOM-632_S5/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-632_S5/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039776
hCoV-19/Russia/Moscow-FMBA_KOM-633_S40/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-633_S40/2020	2020-10-24	NA	NA	Russia	Moscow	B.1	NA	г. Москва	NODE_0002072
hCoV-19/Russia/Moscow-FMBA_KOM-634_S28/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-634_S28/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_KOM-635_S2/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-635_S2/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-636_S21/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-636_S21/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0033815
hCoV-19/Russia/Moscow-FMBA_KOM-637_S39/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-637_S39/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0014921
hCoV-19/Russia/Moscow-FMBA_KOM-640_S36/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-640_S36/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039265
hCoV-19/Russia/Moscow-FMBA_KOM-641_S22/2020||2020-10-24|1	Russia/Moscow-FMBA_KOM-641_S22/2020	2020-10-24	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0005748
hCoV-19/Russia/Moscow-FMBA_KOM-642_S6/2020||2020-10-25|1	Russia/Moscow-FMBA_KOM-642_S6/2020	2020-10-25	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0021575
hCoV-19/Russia/Moscow-FMBA_KOM-643_S23/2020||2020-10-25|1	Russia/Moscow-FMBA_KOM-643_S23/2020	2020-10-25	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032708
hCoV-19/Russia/Moscow-FMBA_KOM-644_S11/2020||2020-10-25|1	Russia/Moscow-FMBA_KOM-644_S11/2020	2020-10-25	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039482
hCoV-19/Russia/Moscow-FMBA_KOM-645_S13/2020||2020-10-25|1	Russia/Moscow-FMBA_KOM-645_S13/2020	2020-10-25	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015820
hCoV-19/Russia/Moscow-FMBA_KOM-646_S24/2020||2020-10-25|1	Russia/Moscow-FMBA_KOM-646_S24/2020	2020-10-25	NA	NA	Russia	Moscow	B.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-647_S31/2020||2020-10-25|1	Russia/Moscow-FMBA_KOM-647_S31/2020	2020-10-25	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-648_S3/2020||2020-10-27|1	Russia/Moscow-FMBA_KOM-648_S3/2020	2020-10-27	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0041701
hCoV-19/Russia/Moscow-FMBA_KOM-649_S17/2020||2020-10-27|1	Russia/Moscow-FMBA_KOM-649_S17/2020	2020-10-27	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0020213
hCoV-19/Russia/Moscow-FMBA_KOM-650_S42/2020||2020-10-27|1	Russia/Moscow-FMBA_KOM-650_S42/2020	2020-10-27	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038837
hCoV-19/Russia/Moscow-FMBA_KOM-651_S14/2020||2020-10-27|1	Russia/Moscow-FMBA_KOM-651_S14/2020	2020-10-27	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-652_S1/2020||2020-10-27|1	Russia/Moscow-FMBA_KOM-652_S1/2020	2020-10-27	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039804
hCoV-19/Russia/Moscow-FMBA_KOM-653_S29/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-653_S29/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0041649
hCoV-19/Russia/Moscow-FMBA_KOM-654_S30/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-654_S30/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1.184	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-655_S32/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-655_S32/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0019939
hCoV-19/Russia/Moscow-FMBA_KOM-657_S48/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-657_S48/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1.31	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-658_S10/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-658_S10/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015376
hCoV-19/Russia/Moscow-FMBA_KOM-660_S46/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-660_S46/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038861
hCoV-19/Russia/Moscow-FMBA_KOM-661_S33/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-661_S33/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_KOM-663_S45/2020||2020-10-28|1	Russia/Moscow-FMBA_KOM-663_S45/2020	2020-10-28	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015820
hCoV-19/Russia/Moscow-FMBA_KOM-664_S3/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-664_S3/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0008070
hCoV-19/Russia/Moscow-FMBA_KOM-665_S74/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-665_S74/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015376
hCoV-19/Russia/Moscow-FMBA_KOM-666_S71/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-666_S71/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015438
hCoV-19/Russia/Moscow-FMBA_KOM-667_S79/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-667_S79/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039664
hCoV-19/Russia/Moscow-FMBA_KOM-668_S5/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-668_S5/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_KOM-671_S76/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-671_S76/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-672_S86/2020||2020-10-29|1	Russia/Moscow-FMBA_KOM-672_S86/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_KOM-674_S2/2020||2020-11-01|1	Russia/Moscow-FMBA_KOM-674_S2/2020	2020-11-01	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0015564
